;year;hour;season;holiday;workingday;weather;temp;atemp;humidity;windspeed;count
5740;2011;21;winter;no;0;good;13.12;13.635;26;36.9974;33
5741;2012;6;summer;no;1;good;21.32;25.0;63;16.9979;172
5742;2012;23;summer;no;1;good;27.88;31.82;65;7.0015;138
5743;2011;14;spring;no;1;good;25.42;29.545;73;31.0009;184
5744;2011;7;summer;no;0;good;25.42;29.545;73;12.998;38
5745;2011;10;summer;no;1;good;33.62;36.365;36;19.9995;140
5746;2012;21;autumn;no;0;good;18.86;22.725;59;8.9981;215
5747;2012;16;winter;no;1;moderate;7.38;8.335;40;19.0012;131
5748;2012;13;summer;yes;0;moderate;31.16;36.365;66;16.9979;566
5749;2012;5;spring;no;1;good;20.5;24.24;72;7.0015;29
5750;2012;7;summer;no;1;moderate;27.06;30.305;83;6.0032;179
5751;2011;0;summer;no;1;good;24.6;28.79;78;7.0015;51
5752;2012;16;winter;no;1;good;14.76;16.665;32;19.0012;250
5753;2012;3;winter;no;1;good;14.76;17.425;50;8.9981;2
5754;2012;8;winter;no;1;bad;14.76;18.18;73;7.0015;520
5755;2012;10;autumn;no;1;moderate;18.86;22.725;67;0.0;228
5756;2011;7;summer;no;1;good;25.42;31.06;53;16.9979;334
5757;2011;19;autumn;no;0;good;20.5;24.24;29;23.9994;157
5758;2011;8;summer;no;1;moderate;31.16;36.365;70;11.0014;412
5759;2011;0;winter;no;1;bad;13.94;15.91;0;16.9979;3
5760;2011;20;winter;no;0;good;5.74;6.06;46;16.9979;38
5761;2012;23;spring;no;0;good;27.06;31.06;50;26.0027;90
5762;2011;2;winter;no;1;good;10.66;14.395;65;6.0032;1
5763;2011;12;spring;no;1;good;34.44;37.88;44;8.9981;207
5764;2011;1;summer;no;0;moderate;26.24;28.79;89;7.0015;53
5765;2011;0;summer;no;1;moderate;27.88;31.82;89;6.0032;17
5766;2012;2;autumn;no;1;good;18.04;21.97;67;8.9981;3
5767;2011;23;spring;no;0;moderate;15.58;19.695;87;6.0032;57
5768;2011;4;spring;no;1;good;21.32;25.0;48;22.0028;6
5769;2012;19;winter;no;1;good;14.76;16.665;43;16.9979;291
5770;2011;18;winter;no;1;good;9.84;12.88;32;7.0015;157
5771;2011;15;summer;no;1;bad;26.24;28.03;94;8.9981;46
5772;2011;2;autumn;no;0;good;18.86;22.725;63;27.9993;67
5773;2012;4;winter;yes;0;good;4.92;7.575;58;7.0015;8
5774;2011;17;autumn;no;0;good;11.48;15.91;30;0.0;163
5775;2012;16;autumn;no;0;moderate;15.58;19.695;66;0.0;443
5776;2012;22;autumn;no;0;good;16.4;20.455;62;0.0;189
5777;2012;16;autumn;no;0;good;16.4;20.455;50;8.9981;413
5778;2011;1;spring;no;1;good;16.4;20.455;56;23.9994;11
5779;2012;6;winter;no;1;good;9.84;12.12;65;11.0014;88
5780;2011;22;spring;no;1;good;21.32;25.0;83;0.0;117
5781;2011;14;summer;no;0;good;33.62;37.12;41;22.0028;349
5782;2012;9;spring;no;1;good;17.22;21.21;38;6.0032;408
5783;2012;6;winter;no;1;good;17.22;21.21;77;16.9979;109
5784;2011;0;spring;no;1;moderate;22.14;25.76;88;15.0013;23
5785;2012;9;autumn;no;1;moderate;17.22;21.21;100;15.0013;284
5786;2011;20;autumn;no;1;good;12.3;15.91;56;6.0032;165
5787;2012;17;summer;no;0;good;37.72;40.15;26;19.9995;413
5788;2011;1;summer;no;1;moderate;25.42;25.76;100;11.0014;8
5789;2012;2;autumn;no;0;good;22.96;26.515;78;12.998;75
5790;2011;9;summer;no;1;moderate;26.24;30.305;73;23.9994;209
5791;2011;9;winter;no;1;good;9.02;9.85;29;30.0026;110
5792;2011;3;autumn;no;1;good;9.02;13.635;80;0.0;1
5793;2011;16;summer;no;1;good;30.34;33.335;51;15.0013;292
5794;2012;19;winter;no;1;good;9.02;9.85;37;26.0027;256
5795;2012;0;winter;no;0;moderate;13.94;15.15;39;23.9994;74
5796;2012;10;winter;no;1;moderate;9.84;12.88;60;0.0;86
5797;2012;19;spring;no;1;good;24.6;30.305;26;16.9979;537
5798;2011;0;winter;no;1;good;4.1;6.82;49;7.0015;14
5799;2011;4;spring;no;1;good;13.94;16.665;76;12.998;1
5800;2012;15;autumn;no;0;good;17.22;21.21;47;0.0;447
5801;2011;6;winter;no;1;good;10.66;13.635;65;8.9981;28
5802;2011;1;summer;no;0;moderate;25.42;28.03;88;0.0;88
5803;2012;19;spring;no;1;good;25.42;31.06;41;12.998;483
5804;2011;12;winter;yes;0;moderate;7.38;9.85;47;8.9981;80
5805;2011;19;autumn;no;1;moderate;14.76;17.425;71;15.0013;211
5806;2012;22;summer;no;0;good;22.96;26.515;68;6.0032;127
5807;2012;13;spring;no;0;good;27.88;31.82;36;19.0012;686
5808;2012;13;autumn;no;1;good;22.96;26.515;49;0.0;297
5809;2012;2;autumn;no;1;moderate;25.42;27.275;94;0.0;9
5810;2011;4;spring;no;1;bad;22.14;25.76;94;16.9979;4
5811;2011;3;spring;no;1;good;19.68;23.485;100;0.0;4
5812;2012;6;autumn;no;1;good;12.3;15.15;70;11.0014;122
5813;2011;22;spring;no;1;good;21.32;25.0;68;6.0032;116
5814;2012;17;winter;no;1;bad;13.94;18.18;87;0.0;289
5815;2012;23;winter;no;1;moderate;18.04;21.97;94;0.0;126
5816;2011;14;winter;no;1;moderate;15.58;19.695;34;0.0;79
5817;2012;0;winter;no;0;good;18.86;22.725;88;12.998;107
5818;2012;9;spring;no;1;moderate;24.6;28.03;83;0.0;325
5819;2011;11;summer;no;1;good;31.16;35.605;58;16.9979;141
5820;2011;12;autumn;no;0;good;23.78;27.275;35;16.9979;444
5821;2012;14;summer;no;1;good;35.26;39.395;41;8.9981;225
5822;2011;18;summer;no;0;good;31.16;34.09;45;19.0012;428
5823;2012;0;summer;no;1;good;28.7;33.335;84;0.0;58
5824;2012;15;winter;no;0;good;18.86;22.725;51;19.9995;265
5825;2011;18;winter;yes;0;moderate;7.38;8.335;55;16.9979;92
5826;2011;18;summer;no;1;good;28.7;32.575;61;11.0014;539
5827;2012;12;autumn;no;0;good;18.04;21.97;35;0.0;573
5828;2011;0;spring;no;1;bad;28.7;32.575;65;15.0013;69
5829;2011;12;summer;no;0;good;22.14;25.76;64;8.9981;364
5830;2012;12;autumn;no;1;moderate;24.6;31.06;43;11.0014;323
5831;2011;0;autumn;no;1;good;23.78;27.275;94;6.0032;39
5832;2012;2;autumn;no;0;good;10.66;12.88;65;12.998;49
5833;2012;19;winter;no;1;moderate;17.22;21.21;71;11.0014;330
5834;2011;18;autumn;no;0;moderate;14.76;17.425;81;12.998;174
5835;2012;16;autumn;yes;0;bad;17.22;21.21;58;12.998;377
5836;2012;13;autumn;no;1;moderate;15.58;19.695;54;7.0015;217
5837;2011;2;winter;no;0;good;9.02;13.635;80;0.0;32
5838;2012;19;winter;no;1;good;15.58;19.695;43;11.0014;311
5839;2012;21;winter;no;0;good;5.74;6.06;43;19.9995;36
5840;2012;22;spring;no;1;good;13.94;15.15;57;22.0028;134
5841;2012;1;autumn;no;0;moderate;10.66;14.395;81;6.0032;95
5842;2011;14;autumn;no;1;moderate;25.42;31.06;41;11.0014;169
5843;2012;11;summer;no;0;bad;26.24;29.545;78;11.0014;272
5844;2011;9;spring;no;1;good;25.42;31.06;46;23.9994;224
5845;2012;16;spring;no;1;good;29.52;33.335;51;19.0012;438
5846;2012;12;summer;no;0;good;35.26;39.395;40;23.9994;547
5847;2012;18;winter;no;1;moderate;10.66;11.365;44;22.0028;361
5848;2012;4;winter;no;1;good;18.04;21.97;72;19.0012;2
5849;2012;21;summer;no;1;good;20.5;24.24;59;11.0014;349
5850;2011;22;summer;no;1;moderate;27.06;30.305;78;12.998;169
5851;2011;15;autumn;no;1;good;26.24;31.06;44;22.0028;195
5852;2011;10;spring;no;1;good;28.7;32.575;58;12.998;170
5853;2011;15;spring;no;0;bad;13.94;15.15;76;26.0027;136
5854;2011;16;autumn;no;1;good;16.4;20.455;40;16.9979;208
5855;2011;1;summer;no;1;bad;25.42;29.545;73;7.0015;32
5856;2011;5;spring;no;1;good;20.5;24.24;93;12.998;21
5857;2012;21;spring;no;1;good;26.24;30.305;69;12.998;235
5858;2011;7;winter;no;1;good;13.12;16.665;76;8.9981;140
5859;2012;16;summer;no;1;bad;31.16;36.365;66;39.0007;386
5860;2012;17;spring;no;0;good;28.7;31.82;45;27.9993;478
5861;2011;20;spring;no;1;good;18.04;21.97;62;11.0014;203
5862;2011;14;autumn;no;0;good;13.94;15.15;31;22.0028;293
5863;2012;12;autumn;no;1;moderate;24.6;27.275;88;12.998;104
5864;2012;2;winter;yes;0;good;5.74;10.605;46;0.0;17
5865;2012;2;spring;no;1;moderate;24.6;28.79;78;8.9981;15
5866;2012;17;autumn;no;0;good;16.4;20.455;50;15.0013;309
5867;2012;5;autumn;no;1;moderate;12.3;15.91;65;6.0032;36
5868;2012;18;autumn;yes;0;moderate;17.22;21.21;66;19.0012;456
5869;2012;15;autumn;no;0;moderate;16.4;20.455;62;0.0;484
5870;2011;9;summer;no;0;good;30.34;34.85;70;15.0013;215
5871;2012;17;summer;no;1;good;31.98;35.605;49;12.998;872
5872;2012;17;winter;no;0;good;9.84;11.365;41;16.9979;144
5873;2011;20;autumn;no;1;good;25.42;28.79;83;19.0012;181
5874;2012;3;winter;no;1;good;18.86;22.725;94;15.0013;3
5875;2012;7;winter;no;1;good;6.56;9.09;86;7.0015;234
5876;2012;17;winter;no;1;bad;9.84;12.88;87;7.0015;155
5877;2011;14;summer;no;1;bad;33.62;37.88;46;8.9981;116
5878;2011;4;winter;no;0;moderate;17.22;21.21;88;23.9994;3
5879;2012;11;autumn;no;1;good;19.68;23.485;77;8.9981;233
5880;2011;21;winter;no;1;good;9.84;14.395;52;0.0;66
5881;2012;10;autumn;no;0;moderate;17.22;21.21;67;12.998;185
5882;2012;5;autumn;no;1;moderate;10.66;13.635;81;7.0015;26
5883;2011;4;autumn;no;1;moderate;16.4;20.455;62;27.9993;4
5884;2011;12;winter;no;1;moderate;8.2;11.365;51;7.0015;57
5885;2011;21;winter;no;1;moderate;17.22;21.21;58;19.0012;78
5886;2012;16;spring;no;1;good;20.5;24.24;34;22.0028;395
5887;2012;4;summer;no;0;moderate;24.6;29.545;69;23.9994;6
5888;2011;0;winter;no;1;moderate;9.02;13.635;93;0.0;3
5889;2011;23;summer;no;1;moderate;27.06;30.305;78;6.0032;151
5890;2012;12;spring;no;0;good;27.06;31.06;39;19.9995;684
5891;2011;20;spring;no;1;good;13.94;15.91;46;19.0012;91
5892;2011;1;spring;no;1;good;18.86;22.725;88;15.0013;17
5893;2012;5;winter;no;1;good;17.22;21.21;77;15.0013;29
5894;2012;16;autumn;no;1;good;13.94;17.425;39;7.0015;406
5895;2011;19;summer;no;1;moderate;35.26;37.88;36;15.0013;454
5896;2011;21;autumn;no;0;good;22.14;25.76;52;26.0027;102
5897;2012;5;spring;no;1;bad;22.96;26.515;94;15.0013;8
5898;2012;15;summer;yes;0;good;30.34;34.85;70;15.0013;449
5899;2011;2;autumn;no;0;good;9.84;12.12;56;11.0014;46
5900;2011;10;summer;no;1;moderate;25.42;25.76;100;0.0;29
5901;2012;21;autumn;no;1;moderate;14.76;18.18;93;7.0015;171
5902;2012;2;spring;no;0;good;26.24;31.06;50;15.0013;89
5903;2012;23;autumn;no;1;bad;11.48;13.635;65;15.0013;40
5904;2011;17;spring;no;1;good;31.98;34.09;33;19.0012;579
5905;2012;9;summer;no;1;bad;27.06;29.545;94;8.9981;123
5906;2012;0;autumn;no;1;bad;26.24;28.79;89;0.0;76
5907;2011;14;autumn;no;1;good;25.42;31.06;43;23.9994;156
5908;2011;14;summer;no;0;good;34.44;37.12;36;8.9981;373
5909;2011;14;autumn;no;1;moderate;13.12;16.665;53;8.9981;111
5910;2012;0;autumn;no;1;bad;25.42;27.275;94;0.0;52
5911;2012;23;spring;no;0;good;22.96;26.515;52;7.0015;238
5912;2011;22;winter;no;0;moderate;12.3;15.91;42;7.0015;26
5913;2012;2;summer;no;1;moderate;27.06;31.06;65;6.0032;9
5914;2011;20;winter;no;0;good;12.3;13.635;39;23.9994;22
5915;2011;12;spring;no;0;bad;13.12;16.665;81;8.9981;184
5916;2012;7;spring;no;1;good;21.32;25.0;72;7.0015;428
5917;2012;6;spring;no;1;bad;22.96;26.515;94;15.0013;24
5918;2012;19;spring;no;1;good;22.96;26.515;73;19.9995;538
5919;2011;3;summer;no;0;moderate;27.06;30.305;78;11.0014;42
5920;2011;22;spring;no;1;good;22.14;25.76;83;12.998;172
5921;2012;10;summer;no;1;moderate;30.34;33.335;48;0.0;268
5922;2012;17;autumn;no;1;good;21.32;25.0;59;15.0013;743
5923;2011;4;winter;no;1;good;5.74;6.06;50;16.9979;4
5924;2012;21;winter;no;1;good;13.12;15.91;49;12.998;148
5925;2011;3;summer;no;0;good;26.24;31.06;53;0.0;26
5926;2011;4;summer;no;1;good;24.6;28.03;83;6.0032;4
5927;2012;2;spring;no;1;moderate;21.32;25.0;63;19.9995;16
5928;2012;16;winter;no;1;good;18.86;22.725;67;12.998;281
5929;2012;15;summer;no;0;good;36.9;40.91;37;35.0008;450
5930;2012;4;summer;yes;0;good;27.06;29.545;89;6.0032;11
5931;2012;4;summer;no;0;good;29.52;34.85;79;12.998;13
5932;2012;0;autumn;no;1;good;20.5;24.24;59;19.0012;37
5933;2011;6;winter;no;1;good;8.2;9.09;75;26.0027;34
5934;2012;20;autumn;no;0;good;18.04;21.97;62;11.0014;200
5935;2012;0;summer;no;0;moderate;29.52;33.335;48;6.0032;191
5936;2011;7;winter;no;1;good;9.02;10.605;64;16.9979;110
5937;2011;18;winter;no;1;bad;6.56;9.09;93;7.0015;95
5938;2011;22;summer;no;1;moderate;31.98;37.12;59;11.0014;191
5939;2012;23;spring;no;0;good;20.5;24.24;39;16.9979;51
5940;2011;15;autumn;no;1;moderate;13.12;15.15;45;19.9995;153
5941;2011;15;summer;no;1;good;32.8;37.12;49;7.0015;222
5942;2012;2;spring;no;1;good;23.78;27.275;83;8.9981;11
5943;2012;16;summer;no;1;good;32.8;35.605;36;12.998;439
5944;2011;8;autumn;no;1;good;14.76;16.665;46;27.9993;459
5945;2012;23;summer;no;1;good;28.7;33.335;74;0.0;152
5946;2011;6;spring;no;1;bad;13.94;15.15;93;26.0027;21
5947;2011;18;winter;no;1;good;8.2;11.365;40;6.0032;123
5948;2011;20;winter;yes;0;bad;6.56;7.575;80;12.998;33
5949;2012;0;autumn;yes;0;good;17.22;21.21;71;7.0015;49
5950;2012;19;summer;no;1;moderate;32.8;39.395;63;15.0013;469
5951;2011;2;summer;no;0;good;27.88;31.82;57;0.0;74
5952;2011;14;winter;no;1;good;8.2;9.09;47;22.0028;44
5953;2012;3;summer;no;0;good;29.52;35.605;84;8.9981;30
5954;2011;0;summer;no;0;good;27.06;31.06;65;15.0013;125
5955;2011;10;winter;no;1;moderate;6.56;11.365;93;0.0;47
5956;2012;6;summer;no;1;good;27.06;30.305;83;0.0;183
5957;2011;9;winter;no;1;good;9.84;9.85;52;32.9975;135
5958;2012;5;spring;no;1;good;19.68;23.485;77;0.0;38
5959;2011;9;winter;no;1;good;9.02;9.85;55;27.9993;124
5960;2011;13;spring;no;1;good;25.42;31.06;38;19.0012;174
5961;2011;8;winter;no;1;good;4.1;3.79;49;22.0028;178
5962;2011;10;winter;no;1;moderate;6.56;6.82;50;23.9994;38
5963;2012;18;winter;no;0;bad;18.86;22.725;59;16.9979;106
5964;2011;21;spring;no;0;good;22.14;25.76;49;15.0013;182
5965;2012;20;spring;no;0;good;27.88;31.82;41;6.0032;315
5966;2011;11;winter;no;1;moderate;7.38;12.12;86;0.0;51
5967;2011;17;summer;no;1;moderate;27.88;31.82;65;11.0014;455
5968;2012;23;autumn;no;1;good;13.94;15.15;53;19.9995;119
5969;2011;18;autumn;no;1;good;22.96;26.515;68;7.0015;570
5970;2012;7;autumn;no;1;moderate;12.3;15.15;61;11.0014;367
5971;2011;7;spring;no;1;good;24.6;28.03;83;0.0;250
5972;2012;23;winter;no;0;good;20.5;24.24;77;11.0014;185
5973;2012;6;winter;no;1;moderate;12.3;15.91;70;6.0032;87
5974;2012;14;spring;no;0;good;28.7;32.575;48;8.9981;552
5975;2012;14;summer;no;1;good;35.26;12.12;34;27.9993;328
5976;2012;5;winter;no;1;good;13.94;16.665;61;12.998;16
5977;2012;16;autumn;no;1;moderate;25.42;31.06;46;16.9979;459
5978;2012;1;winter;no;0;good;15.58;19.695;46;11.0014;62
5979;2011;1;winter;no;1;good;9.02;11.365;69;12.998;4
5980;2011;6;spring;no;1;good;17.22;21.21;67;8.9981;112
5981;2011;9;summer;no;1;good;31.16;34.85;55;26.0027;183
5982;2012;4;summer;no;0;good;28.7;33.335;79;12.998;4
5983;2011;14;winter;no;1;good;15.58;19.695;82;26.0027;63
5984;2011;2;autumn;no;0;good;18.86;22.725;88;0.0;55
5985;2012;16;autumn;no;1;bad;25.42;28.03;88;8.9981;374
5986;2011;9;spring;no;1;bad;18.86;22.725;94;32.9975;54
5987;2011;5;spring;no;1;good;22.14;25.76;64;26.0027;29
5988;2011;17;summer;no;1;good;35.26;42.425;56;27.9993;514
5989;2011;17;winter;no;0;good;13.94;16.665;57;12.998;65
5990;2011;15;spring;no;0;moderate;33.62;37.88;46;8.9981;367
5991;2011;5;autumn;no;1;bad;20.5;24.24;100;7.0015;3
5992;2011;0;spring;no;1;good;27.06;29.545;89;8.9981;41
5993;2011;17;spring;no;1;good;25.42;31.06;38;16.9979;598
5994;2011;17;spring;no;0;moderate;19.68;23.485;82;16.9979;196
5995;2012;17;winter;no;0;good;15.58;19.695;40;15.0013;219
5996;2012;11;autumn;no;1;good;27.06;30.305;78;11.0014;230
5997;2011;4;summer;no;0;moderate;27.06;30.305;83;11.0014;10
5998;2011;20;summer;no;0;good;31.16;35.605;58;16.9979;262
5999;2011;13;summer;no;0;good;33.62;37.12;41;15.0013;416
6000;2011;15;spring;no;0;good;28.7;32.575;54;0.0;417
6001;2012;9;autumn;no;0;good;10.66;13.635;75;7.0015;220
6002;2012;14;summer;no;0;bad;29.52;34.85;79;6.0032;457
6003;2011;11;autumn;no;1;moderate;13.94;18.18;55;0.0;115
6004;2011;22;spring;no;0;good;13.12;15.15;61;19.9995;55
6005;2012;1;summer;no;1;moderate;28.7;33.335;74;12.998;11
6006;2011;6;summer;no;1;good;25.42;29.545;78;0.0;105
6007;2012;1;summer;no;0;good;26.24;30.305;65;0.0;131
6008;2012;10;spring;no;0;good;25.42;31.06;43;15.0013;404
6009;2011;17;winter;no;0;good;6.56;6.06;37;36.9974;69
6010;2011;19;spring;no;1;good;29.52;31.82;23;19.9995;379
6011;2012;10;summer;no;1;good;30.34;12.12;55;11.0014;231
6012;2011;9;winter;yes;0;moderate;6.56;7.575;47;15.0013;47
6013;2011;11;winter;no;0;bad;9.02;11.365;100;8.9981;47
6014;2012;1;summer;no;1;good;22.14;25.76;77;6.0032;28
6015;2011;18;autumn;no;0;good;14.76;18.18;50;6.0032;237
6016;2011;23;spring;no;1;good;20.5;24.24;59;16.9979;46
6017;2012;8;autumn;no;1;moderate;15.58;19.695;87;7.0015;592
6018;2012;7;summer;no;1;good;21.32;25.0;68;15.0013;447
6019;2012;11;summer;no;1;good;36.9;42.425;42;0.0;183
6020;2011;12;winter;no;0;good;7.38;6.82;37;30.0026;83
6021;2011;19;spring;no;0;moderate;18.86;22.725;84;7.0015;178
6022;2012;6;autumn;no;1;good;9.84;11.365;65;12.998;146
6023;2011;15;spring;no;1;moderate;28.7;32.575;58;30.0026;154
6024;2011;10;autumn;no;1;moderate;12.3;15.15;70;11.0014;126
6025;2012;11;winter;no;1;good;22.96;26.515;43;12.998;168
6026;2012;17;autumn;no;0;bad;16.4;20.455;82;15.0013;157
6027;2012;12;autumn;no;1;moderate;28.7;32.575;70;7.0015;358
6028;2011;10;autumn;no;1;good;18.04;21.97;62;8.9981;135
6029;2012;13;autumn;no;1;moderate;22.96;26.515;88;15.0013;146
6030;2012;18;spring;no;0;good;33.62;34.85;24;15.0013;451
6031;2012;4;summer;no;1;good;29.52;34.09;62;0.0;7
6032;2011;22;summer;no;1;good;31.16;35.605;58;7.0015;147
6033;2012;3;spring;no;1;good;18.86;22.725;72;6.0032;14
6034;2012;22;winter;no;1;good;14.76;17.425;40;15.0013;107
6035;2012;9;autumn;no;1;moderate;10.66;12.12;60;19.0012;368
6036;2011;23;summer;no;1;good;25.42;27.275;94;6.0032;148
6037;2012;12;summer;no;1;moderate;32.8;37.88;55;8.9981;283
6038;2011;1;spring;no;1;moderate;25.42;31.06;50;6.0032;13
6039;2011;14;autumn;no;0;moderate;22.14;25.76;28;32.9975;371
6040;2012;16;spring;no;1;good;29.52;32.575;34;15.0013;466
6041;2012;23;autumn;no;0;moderate;13.12;17.425;81;0.0;126
6042;2012;5;spring;no;1;moderate;13.94;16.665;53;11.0014;21
6043;2011;17;spring;no;1;good;23.78;27.275;40;23.9994;553
6044;2012;15;autumn;yes;0;bad;17.22;21.21;58;12.998;370
6045;2012;0;summer;no;1;good;22.96;26.515;73;6.0032;57
6046;2012;19;summer;no;1;good;32.8;37.88;55;12.998;623
6047;2011;15;winter;no;1;good;10.66;12.12;30;16.9979;72
6048;2012;14;spring;no;0;good;27.88;31.82;36;22.0028;678
6049;2011;16;winter;no;1;good;8.2;9.09;27;19.9995;80
6050;2011;17;winter;no;1;moderate;18.04;21.97;0;26.0027;111
6051;2012;23;winter;no;1;moderate;14.76;18.94;87;0.0;23
6052;2011;12;summer;no;1;good;34.44;37.88;41;19.0012;174
6053;2012;17;winter;no;1;good;28.7;31.82;39;16.9979;713
6054;2012;17;winter;no;0;good;13.12;15.91;53;11.0014;306
6055;2012;14;autumn;no;1;good;14.76;17.425;43;8.9981;181
6056;2012;20;summer;no;1;good;30.34;34.09;62;6.0032;366
6057;2011;23;autumn;no;1;good;10.66;12.88;52;15.0013;58
6058;2012;22;spring;no;1;good;26.24;30.305;65;0.0;211
6059;2012;2;winter;no;0;moderate;12.3;14.395;36;19.0012;48
6060;2012;15;summer;no;0;good;36.08;40.91;42;27.9993;489
6061;2012;10;spring;no;0;good;22.96;26.515;43;0.0;452
6062;2012;9;winter;no;0;good;9.02;12.12;80;7.0015;138
6063;2012;15;autumn;no;1;good;21.32;25.0;42;30.0026;455
6064;2011;19;autumn;no;1;bad;22.14;25.76;94;8.9981;109
6065;2011;5;autumn;no;1;good;22.14;25.76;68;19.0012;28
6066;2011;17;winter;no;1;good;13.94;15.91;49;15.0013;223
6067;2011;11;winter;no;1;good;14.76;16.665;40;16.9979;71
6068;2012;6;autumn;no;1;moderate;12.3;14.395;65;16.9979;147
6069;2012;7;winter;no;0;good;9.02;11.365;87;12.998;20
6070;2012;8;winter;no;0;bad;9.02;11.365;93;8.9981;78
6071;2012;11;spring;no;0;good;31.16;34.09;45;6.0032;499
6072;2011;4;winter;no;1;good;8.2;12.88;86;0.0;2
6073;2012;5;spring;no;1;good;16.4;20.455;82;0.0;30
6074;2011;13;summer;no;0;moderate;31.98;37.12;62;19.0012;419
6075;2011;7;winter;no;0;moderate;16.4;20.455;76;12.998;1
6076;2012;5;summer;no;0;moderate;27.06;29.545;94;16.9979;15
6077;2011;11;winter;no;1;good;9.02;12.88;44;6.0032;59
6078;2012;11;autumn;no;1;moderate;16.4;20.455;87;6.0032;170
6079;2011;15;winter;no;0;good;20.5;24.24;29;27.9993;313
6080;2012;9;autumn;no;1;good;16.4;20.455;87;6.0032;308
6081;2011;22;autumn;yes;0;good;22.96;26.515;88;6.0032;126
6082;2012;15;winter;no;1;bad;12.3;15.91;61;7.0015;54
6083;2012;0;spring;no;1;moderate;22.96;26.515;88;8.9981;32
6084;2011;6;autumn;no;0;good;10.66;14.395;81;6.0032;16
6085;2011;6;autumn;no;1;good;13.12;15.91;66;12.998;92
6086;2012;17;autumn;no;1;good;13.94;16.665;57;11.0014;622
6087;2011;22;summer;no;0;moderate;29.52;34.85;74;19.0012;155
6088;2012;9;summer;no;1;good;29.52;33.335;54;7.0015;337
6089;2011;19;winter;no;1;good;6.56;7.575;47;16.9979;99
6090;2012;22;summer;no;1;good;29.52;33.335;58;16.9979;244
6091;2012;17;summer;no;0;good;36.08;39.395;37;19.9995;492
6092;2011;0;summer;no;1;bad;22.14;25.76;94;23.9994;8
6093;2012;11;autumn;no;0;moderate;16.4;20.455;87;19.9995;250
6094;2012;4;autumn;no;1;good;9.02;10.605;55;19.9995;9
6095;2011;9;summer;no;1;good;27.88;31.82;47;19.0012;224
6096;2012;3;winter;no;1;good;0.82;0.76;34;19.0012;1
6097;2012;15;winter;no;1;good;22.14;25.76;37;30.0026;209
6098;2011;20;autumn;no;1;good;16.4;20.455;71;0.0;204
6099;2011;9;autumn;no;1;moderate;7.38;10.605;74;6.0032;220
6100;2012;17;spring;no;1;good;20.5;24.24;27;26.0027;656
6101;2012;0;spring;no;1;good;24.6;31.06;53;19.9995;48
6102;2011;19;autumn;no;1;good;21.32;25.0;59;7.0015;343
6103;2012;18;winter;no;0;good;18.86;22.725;38;19.9995;246
6104;2012;5;summer;no;1;moderate;26.24;29.545;78;8.9981;49
6105;2012;17;spring;no;1;good;30.34;32.575;37;19.0012;823
6106;2012;8;summer;no;1;moderate;24.6;28.79;78;11.0014;766
6107;2011;9;winter;no;1;moderate;17.22;21.21;77;12.998;169
6108;2012;21;summer;no;0;good;28.7;32.575;70;11.0014;171
6109;2012;4;summer;no;1;good;20.5;24.24;72;6.0032;5
6110;2012;19;summer;no;1;good;30.34;33.335;51;11.0014;488
6111;2011;13;summer;no;1;moderate;27.88;31.82;65;8.9981;279
6112;2012;8;spring;no;1;moderate;23.78;27.275;88;6.0032;409
6113;2012;20;winter;no;1;good;12.3;16.665;49;0.0;177
6114;2012;0;autumn;no;1;moderate;10.66;15.15;65;0.0;34
6115;2011;16;summer;no;1;good;35.26;38.635;39;15.0013;265
6116;2011;1;winter;no;1;bad;5.74;7.575;80;8.9981;7
6117;2012;15;winter;no;1;good;18.04;21.97;72;8.9981;188
6118;2011;2;summer;no;0;bad;26.24;28.79;89;15.0013;62
6119;2012;23;spring;no;1;good;19.68;23.485;48;7.0015;135
6120;2012;18;spring;no;1;bad;16.4;20.455;43;27.9993;585
6121;2012;3;winter;no;1;good;9.02;10.605;80;19.0012;4
6122;2012;20;winter;no;0;good;22.96;26.515;64;12.998;271
6123;2011;20;winter;no;1;good;9.84;12.88;48;7.0015;54
6124;2011;1;winter;no;1;bad;13.94;17.425;100;7.0015;8
6125;2011;2;autumn;no;1;moderate;18.86;22.725;94;7.0015;10
6126;2012;20;spring;no;1;bad;20.5;24.24;82;15.0013;51
6127;2011;1;winter;no;1;moderate;8.2;9.85;69;15.0013;7
6128;2011;13;summer;no;0;good;31.16;34.09;45;19.9995;497
6129;2011;0;winter;no;0;good;4.1;3.79;42;26.0027;25
6130;2011;5;summer;no;1;moderate;22.96;26.515;100;8.9981;16
6131;2011;11;autumn;no;1;moderate;24.6;29.545;73;11.0014;123
6132;2011;21;summer;no;0;moderate;27.88;31.82;83;26.0027;167
6133;2012;23;winter;no;1;good;13.12;16.665;57;8.9981;51
6134;2012;18;autumn;no;1;good;20.5;24.24;42;11.0014;838
6135;2011;5;spring;no;0;good;27.88;31.82;74;8.9981;16
6136;2012;21;winter;no;0;good;17.22;21.21;54;15.0013;147
6137;2011;21;summer;no;0;good;29.52;34.85;74;16.9979;207
6138;2011;13;winter;no;1;good;13.12;15.15;21;15.0013;82
6139;2012;1;winter;no;1;good;21.32;25.0;63;6.0032;27
6140;2011;5;spring;no;0;moderate;9.84;12.12;75;11.0014;5
6141;2011;14;winter;no;1;good;18.86;22.725;28;27.9993;82
